CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
210011140,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,3500 BLOCK BRAEBURN CIR,ANN ARBOR,2021-04-13 21:03:00,DAMAGE TO PROPERTY,-83.70606899999996,42.23061110100008
210011121,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,500 BLOCK N FOURTH AVE,ANN ARBOR,2021-04-13 13:45:00,MOTOR VEHICLE THEFT / FRAUD,-83.74674499999998,42.28536290100004
210011084,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3400 BLOCK EDDY ST,ANN ARBOR,2021-04-13 10:45:00,FRAUD,-83.70498889999999,42.23775890100006
210011236,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1300 BLOCK S UNIVERSITY AVE,ANN ARBOR,2021-04-14 17:00:00,FRAUD,-83.73237469999998,42.275114200000075
210011226,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2400 BLOCK DARROW DR,ANN ARBOR,2021-04-14 14:16:00,FRAUD,-83.68800489899996,42.25094860100006
210011239,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2021-04-14 15:30:00,LARCENY - FROM AUTO (LFA),-83.68738409899998,42.255322000000035
210011195,ALL OTHER,5011,PAROLE VIOLATION,B,EB I94 & S STATE ST,ANN ARBOR,2021-04-14 10:05:00,OBSTRUCTING JUSTICE,-83.73822409899998,42.278043600000046
210011138,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,3100 BLOCK HOMESTEAD COMMONS DR,ANN ARBOR,2021-04-13 20:45:00,ASSAULT - AGGRAVATED,-83.71562749899994,42.24233310000005
211000203,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,400 BLOCK THOMPSON ST.,ANN ARBOR,2021-04-15 03:00:00,LARCENY - FROM AUTO (LFA),-83.74346610099997,42.27750640000005
211000204,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,"2100 BLOCK MEDFORD RD, APT 42",ANN ARBOR,2021-04-15 02:31:30,DAMAGE TO PROPERTY,-83.71439249999997,42.257904601000064
210011097,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2500 BLOCK PACKARD ST,ANN ARBOR,2021-04-13 13:04:00,ASSAULT - SIMPLE,-83.72340029899993,42.25014790000006
210011297,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2600 BLOCK JACKSON AVE,ANN ARBOR,2021-04-15 09:30:00,LARCENY - ALL OTHER,-83.78301829899993,42.28082769900004
210011243,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,200 BLOCK N MAIN ST,ANN ARBOR,2021-04-14 18:37:00,OBSTRUCTING JUSTICE,-83.74877710099997,42.28251379900007
210011200,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3400 BLOCK CHELSEA CIR,ANN ARBOR,2021-04-14 11:00:00,ASSAULT - SIMPLE,-83.71383099899998,42.23933800100008
210011200,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,3400 BLOCK CHELSEA CIR,ANN ARBOR,2021-04-14 11:00:00,DAMAGE TO PROPERTY,-83.71383099899998,42.23933800100008
210011280,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,700 BLOCK HEATHER WAY,ANN ARBOR,2021-04-15 04:39:00,PUBLIC PEACE,-83.70685729999997,42.27231909900007
210011361,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,400 BLOCK MILLER AVE,ANN ARBOR,2021-04-15 18:00:00,LIQUOR LAW VIOLATION,-83.75179899999995,42.283303001000036
210011450,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,700 BLOCK PENINSULA CT,ANN ARBOR,2021-04-16 13:56:00,FORGERY / COUNTERFEITING,-83.69926340099994,42.28276280000006
210011634,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1700 BLOCK CHALMERS DR,ANN ARBOR,2021-04-17 22:41:00,FRAUD,-83.69120269999996,42.259988200000066
210011625,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2021-04-17 21:52:00,INTIMIDATION / STALKING,-83.77488469899998,42.26788850100007
210011587,BAD CHECKS,2693,UTTERING AND PUBLISHING CHECK,B,2200 BLOCK DELAWARE DR,ANN ARBOR,2021-04-15 11:00:00,FRAUD,-83.76661559999997,42.253445500000055
210011636,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,300 BLOCK S FOURTH AVE,ANN ARBOR,2021-04-17 22:45:00,FRAUD,-83.74776060099998,42.278987200000074
210011662,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,S ASHLEY ST & W LIBERTY ST,ANN ARBOR,2021-04-18 02:22:30,LARCENY - FROM AUTO (LFA),-83.74985169999997,42.27961910000005
210011691,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1200 BLOCK PROSPECT ST,ANN ARBOR,2021-04-18 05:30:00,LARCENY - FROM AUTO (LFA),-83.73375559999994,42.26704070000005
210011757,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,2500 BLOCK DEXTER RD,ANN ARBOR,2021-04-19 02:21:00,BURGLARY - ALL OTHER,-83.78096559999994,42.28537650000004
211000208,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1300 BLOCK SHEEHAN AVE,ANN ARBOR,2021-04-13 12:00:00,LARCENY - ALL OTHER,-83.73832059999995,42.265026600000056
210011694,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,400 BLOCK S MAPLE RD,ANN ARBOR,2021-04-18 12:49:30,LARCENY - RETAIL FRAUD,-83.78210539999998,42.27755750000006
210011618,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2400 BLOCK MILLER AVE,ANN ARBOR,2021-04-17 20:42:00,ASSAULT - SIMPLE,-83.78013620099995,42.294228700000076
210011631,AGGRAVATED ASSAULT,1304,AGG/FEL ASSAULT - NON-FAMILY - GUN,A,N MAIN ST & E ANN ST,ANN ARBOR,2021-04-17 22:33:30,ASSAULT - AGGRAVATED,-83.74847419899999,42.28235020000005
210011721,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2900 BLOCK BRAEBURN CIR,ANN ARBOR,2021-04-18 18:31:00,DAMAGE TO PROPERTY,-83.70944889899994,42.235504201000026
211000205,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,N FOURTH AVE AND BRAUN CT,ANN ARBOR,2021-04-18 12:00:00,LARCENY - ALL OTHER,-83.74712689999996,42.28386009900004
211000211,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2000 BLOCK COMMERCE BLVD,ANN ARBOR,2021-04-19 02:00:00,LARCENY - ALL OTHER,-83.77771299999995,42.26932500000004
210011759,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,200 BLOCK N MAPLE RD,ANN ARBOR,2021-04-18 23:14:00,BURGLARY - RESIDENTIAL,-83.78135959999997,42.28411300000005
210011838,INTIMIDATION,1382,STALKING (MISDEMEANOR),A,3200 BLOCK BOARDWALK DR,ANN ARBOR,2021-04-18 14:32:00,INTIMIDATION / STALKING,-83.73211629999997,42.24118340000007
210011900,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,1200 BLOCK FERDON RD,ANN ARBOR,2021-04-19 08:30:00,BURGLARY - RESIDENTIAL,-83.72570399999995,42.26610160000007
210011818,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,2500 BLOCK JACKSON AVE,ANN ARBOR,2021-04-19 17:28:00,OBSTRUCTING JUSTICE,-83.78098749899993,42.279977200000076
211000210,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2903,DAMAGE TO PROPERTY - PUBLIC PROPERTY - MDOP,A,1300 BLOCK BALDWIN AVE,ANN ARBOR,2021-04-19 14:02:30,DAMAGE TO PROPERTY,-83.72825099999994,42.26588900000007
210011804,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK S ASHLEY ST,ANN ARBOR,2021-04-19 16:12:00,ASSAULT - SIMPLE,-83.75014629999998,42.279405000000054
210011888,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,300 BLOCK S ASHLEY ST,ANN ARBOR,2021-04-19 16:12:00,DAMAGE TO PROPERTY,-83.75014629999998,42.279405000000054
210011549,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK E WASHINGTON ST,ANN ARBOR,2021-04-15 12:00:00,LARCENY - FROM AUTO (LFA),-83.74677779899997,42.28025840000004
211000212,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,"500 BLOCK CHURCH ST., APT 7",ANN ARBOR,2021-04-15 17:02:30,LARCENY - ALL OTHER,-83.73445439899996,42.27542360000007
210012002,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,600 BLOCK N MAPLE RD,ANN ARBOR,2021-04-21 14:44:00,OBSTRUCTING JUSTICE,-83.78165249999995,42.28755599900006
210011996,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2300 BLOCK EASY ST,ANN ARBOR,2021-04-21 14:12:00,FRAUD,-83.70777070099996,42.25199670000006
210011462,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2100 BLOCK HEMLOCK DR,ANN ARBOR,2021-04-16 15:54:00,LARCENY - ALL OTHER,-83.71059389999994,42.233920900000044
211000215,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1800 BLOCK POINTE CROSSING ST,ANN ARBOR,2021-04-22 07:07:30,LARCENY - FROM AUTO (LFA),-83.72354379899997,42.30015449900003
210011396,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1300 BLOCK N MAPLE RD,ANN ARBOR,2021-04-16 00:24:00,LARCENY - ALL OTHER,-83.78003250099994,42.29485580000005
210011126,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,2800 BLOCK EASY ST,ANN ARBOR,2021-04-13 19:09:00,MOTOR VEHICLE THEFT / FRAUD,-83.70866330099994,42.24630840000003
